theme,ticker,company_name,sector,industry,bucket_type,bucket_weight,theme_attention_score,theme_adjusted_confidence,theme_narrative_type,theme_log_change_7d_30d,theme_news_count_7d,ticker_total_news_7d,theme_news_share_7d,matched_item_count,source_breadth_7d,price_data_ok,last_price,price_return_5d,price_return_1m,price_return_3m,relative_return_1m_spy,volume_change_20d,distance_from_52w_high,price_state,theme_news_share_pct,theme_news_count_pct,matched_item_count_pct,bucket_weight_pct,source_breadth_pct,momentum_1m_pct,relative_strength_pct,volume_spike_pct,overextension_pct,near_high_risk_pct,exposure_score,purity_score,confirmation_score,risk_penalty,beneficiary_score,beneficiary_tier
Data Center Capex,AMD,Advanced Micro Devices Inc. Common Stock,Technology,Semiconductors,enabler,0.8,77.3125,very_high,sustained_narrative,1.4975477293805206,11,272,0.04044117647058824,10,3,True,360.5400085449219,3.660047461454452,71.51419867260662,52.300095066904895,61.53159151270316,11.195520061189,0.0,overheated,95.45454545454545,95.45454545454545,95.45454545454545,68.18181818181817,95.45454545454545,95.45454545454545,95.45454545454545,54.54545454545454,95.45454545454545,88.63636363636364,90.0,73.63636363636363,87.27272727272727,95.11363636363636,57.204545454545446,Watch Only: Price Extended
Data Center Capex,ORCL,Oracle Corporation Common Stock,Technology,Computer Software: Prepackaged Software,adopter,0.55,77.3125,very_high,sustained_narrative,1.4975477293805206,16,215,0.07441860465116279,16,3,True,171.8300018310547,-0.8367941819349967,18.72900756557927,4.769800086059517,8.746400405675804,-20.133444839844962,-47.25247089273278,confirming,100.0,100.0,100.0,38.63636363636363,95.45454545454545,40.909090909090914,40.909090909090914,18.181818181818183,40.909090909090914,9.090909090909092,87.72727272727272,50.90909090909091,47.27272727272727,20.681818181818183,55.5,Watch Only
Data Center Capex,AVGO,Broadcom Inc. Common Stock,Technology,Semiconductors,enabler,0.8,77.3125,very_high,sustained_narrative,1.4975477293805206,3,150,0.02,4,3,True,421.2799987792969,-0.35008301450949464,34.38387569068304,27.426420708051168,24.401268530779575,-19.112434031949356,-0.35008301450949464,extended,88.63636363636364,79.54545454545455,86.36363636363636,68.18181818181817,95.45454545454545,77.27272727272727,77.27272727272727,22.727272727272727,77.27272727272727,68.18181818181817,81.81818181818183,71.81818181818181,70.0,81.81818181818181,51.81818181818183,Watch Only
Data Center Capex,NVDA,NVIDIA Corporation Common Stock,Technology,Semiconductors,enabler,0.8,77.3125,very_high,sustained_narrative,1.4975477293805206,2,300,0.006666666666666667,2,1,True,198.4499969482422,-4.715036790114102,12.916072232285746,3.8354701690621162,2.9334650723822797,11.831647789272704,-8.383732796703347,neutral,68.18181818181817,70.45454545454545,70.45454545454545,68.18181818181817,68.18181818181817,27.27272727272727,27.27272727272727,59.09090909090909,27.27272727272727,36.36363636363637,69.20454545454545,68.63636363636363,41.81818181818181,21.363636363636363,51.02272727272727,Watch Only
Data Center Capex,MSFT,Microsoft Corporation Common Stock,Technology,Computer Software: Prepackaged Software,adopter,0.55,77.3125,very_high,sustained_narrative,1.4975477293805206,3,300,0.01,3,2,True,414.44000244140625,-2.3974360116912896,12.201859360536238,-3.463723892731363,2.2192522006327717,19.792836403434833,-23.227007708861226,neutral,72.72727272727273,79.54545454545455,79.54545454545455,38.63636363636363,84.0909090909091,22.727272727272727,22.727272727272727,68.18181818181817,22.727272727272727,22.727272727272727,68.97727272727272,46.81818181818181,44.09090909090909,15.909090909090908,47.13636363636364,Watch Only
Data Center Capex,GOOG,Alphabet Inc. Class C Capital Stock,Technology,Computer Software: Programming Data Processing,adopter,0.55,77.3125,very_high,sustained_narrative,1.4975477293805206,6,300,0.02,6,1,True,383.2200012207031,11.947882981244252,29.94913840358395,13.280939477365283,19.966531243680485,51.8052587385146,0.0,extended,88.63636363636364,90.9090909090909,90.9090909090909,38.63636363636363,68.18181818181817,72.72727272727273,72.72727272727273,100.0,72.72727272727273,88.63636363636364,79.6590909090909,49.09090909090909,77.27272727272728,84.88636363636364,46.477272727272734,Watch Only
Data Center Capex,MU,Micron Technology Inc. Common Stock,Technology,Semiconductors,enabler,0.8,77.3125,very_high,sustained_narrative,1.4975477293805206,2,194,0.010309278350515464,2,1,True,542.2100219726562,9.158081140312468,47.39975886260404,30.745711317154022,37.41715170270057,-12.096886652116757,0.0,overheated,77.27272727272727,70.45454545454545,70.45454545454545,68.18181818181817,68.18181818181817,90.9090909090909,90.9090909090909,31.818181818181817,90.9090909090909,88.63636363636364,72.38636363636364,68.63636363636363,74.54545454545455,93.06818181818181,46.13636363636364,Watch Only: Price Extended
Data Center Capex,AMZN,Amazon.com Inc. Common Stock,Consumer Discretionary,Catalog/Specialty Distribution,adopter,0.55,77.3125,very_high,sustained_narrative,1.4975477293805206,4,300,0.013333333333333334,3,2,True,268.260009765625,1.6174929691307627,27.397065315470037,12.10196671314019,17.41445815556657,34.02077504161587,0.0,extended,81.81818181818183,86.36363636363636,79.54545454545455,38.63636363636363,84.0909090909091,63.63636363636363,63.63636363636363,81.81818181818183,63.63636363636363,88.63636363636364,73.86363636363637,46.81818181818181,71.36363636363637,80.79545454545455,42.93181818181819,Watch Only
Data Center Capex,SMCI,Super Micro Computer Inc. Common Stock,Technology,Computer Manufacturing,pure_play,1.0,77.3125,very_high,sustained_narrative,1.4975477293805206,0,0,0.0,0,0,True,27.09000015258789,-6.8431904275760065,20.34651211522249,-6.939197579560874,10.363904955319025,-21.64223529064657,-55.378025759983096,confirming,29.545454545454547,29.545454545454547,29.545454545454547,93.18181818181817,29.545454545454547,50.0,50.0,13.636363636363635,50.0,4.545454545454546,42.27272727272727,80.45454545454545,38.63636363636364,23.636363636363637,41.95454545454546,Watch Only
Data Center Capex,META,Meta Platforms Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing,adopter,0.55,77.3125,very_high,sustained_narrative,1.4975477293805206,1,300,0.0033333333333333335,1,1,True,608.75,-9.8188267810713,5.096424654566478,-14.965640142367342,-4.886182505336988,41.20871011256932,-22.762065271574848,neutral,61.36363636363637,61.36363636363637,61.36363636363637,38.63636363636363,68.18181818181817,9.090909090909092,9.090909090909092,86.36363636363636,9.090909090909092,27.27272727272727,56.81818181818182,43.18181818181818,36.36363636363636,10.90909090909091,40.43181818181818,Watch Only
Data Center Capex,ANET,Arista Networks Inc. Common Stock,Telecommunications,Computer Communications Equipment,pure_play,1.0,77.3125,very_high,sustained_narrative,1.4975477293805206,0,0,0.0,0,0,True,172.6999969482422,-2.379744857112842,38.32599043566625,21.842803905190532,28.343383275762783,-2.8383649168251313,-2.830134980145893,overheated,29.545454545454547,29.545454545454547,29.545454545454547,93.18181818181817,29.545454545454547,86.36363636363636,86.36363636363636,40.909090909090914,86.36363636363636,50.0,42.27272727272727,80.45454545454545,65.9090909090909,81.36363636363636,37.22727272727273,Watch Only: Price Extended
Data Center Capex,GOOGL,Alphabet Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing,adopter,0.55,77.3125,very_high,sustained_narrative,1.4975477293805206,1,300,0.0033333333333333335,1,1,True,385.69000244140625,11.98896901180908,29.691645127141687,14.18979375562952,19.70903796723822,50.37554623761573,0.0,extended,61.36363636363637,61.36363636363637,61.36363636363637,38.63636363636363,68.18181818181817,68.18181818181817,68.18181818181817,95.45454545454545,68.18181818181817,88.63636363636364,56.81818181818182,43.18181818181818,73.63636363636364,82.8409090909091,35.36363636363637,Watch Only
Data Center Capex,VRT,Vertiv Holdings LLC Class A Common Stock,Technology,Industrial Machinery/Components,pure_play,1.0,77.3125,very_high,sustained_narrative,1.4975477293805206,0,0,0.0,0,0,True,328.30999755859375,1.4994145278054205,26.57979093158329,76.38207172977135,16.597183771679823,5.213783149918827,-0.05479396058699626,extended,29.545454545454547,29.545454545454547,29.545454545454547,93.18181818181817,29.545454545454547,59.09090909090909,59.09090909090909,45.45454545454545,59.09090909090909,72.72727272727273,42.27272727272727,80.45454545454545,50.45454545454545,74.77272727272728,34.68181818181819,Watch Only
Data Center Capex,DELL,Dell Technologies Inc. Class C Common Stock ,Technology,Computer Manufacturing,pure_play,1.0,77.3125,very_high,sustained_narrative,1.4975477293805206,0,0,0.0,0,0,True,210.1699981689453,-2.7395984401279105,24.465873570326057,84.21906253947624,14.48326641042259,-37.041233296777754,-2.7395984401279105,extended,29.545454545454547,29.545454545454547,29.545454545454547,93.18181818181817,29.545454545454547,54.54545454545454,54.54545454545454,4.545454545454546,54.54545454545454,54.54545454545454,42.27272727272727,80.45454545454545,39.54545454545453,68.18181818181819,33.272727272727266,Watch Only
Data Center Capex,ARM,Arm Holdings plc American Depositary Shares,Technology,Semiconductors,enabler,0.8,77.3125,very_high,sustained_narrative,1.4975477293805206,0,0,0.0,0,0,True,211.17999267578125,-10.063457743921633,36.18364783735923,100.43659021679328,26.201040677455765,10.330436361377737,-10.063457743921633,overheated,29.545454545454547,29.545454545454547,29.545454545454547,68.18181818181817,29.545454545454547,81.81818181818183,81.81818181818183,50.0,81.81818181818183,31.818181818181817,37.27272727272727,60.45454545454545,65.0,74.77272727272728,31.318181818181817,Watch Only: Price Extended
Data Center Capex,ASML,ASML Holding N.V. New York Registry Shares,Technology,Industrial Machinery/Components,enabler,0.8,77.3125,very_high,sustained_narrative,1.4975477293805206,0,30,0.0,0,0,True,1427.02001953125,-1.8908556721138225,5.175684805148983,0.6340987052196878,-4.806922354754483,-30.63042562818934,-6.313297829541408,neutral,29.545454545454547,29.545454545454547,29.545454545454547,68.18181818181817,29.545454545454547,13.636363636363635,13.636363636363635,9.090909090909092,13.636363636363635,45.45454545454545,37.27272727272727,60.45454545454545,15.909090909090908,17.5,30.5,Watch Only
Data Center Capex,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Technology,Semiconductors,enabler,0.8,77.3125,very_high,sustained_narrative,1.4975477293805206,0,23,0.0,0,0,True,397.6700134277344,-1.1901749562796993,16.45144068638771,20.64090298308898,6.468833526484243,-7.502729952652043,-1.8050267569478917,extended,29.545454545454547,29.545454545454547,29.545454545454547,68.18181818181817,29.545454545454547,36.36363636363637,36.36363636363637,36.36363636363637,36.36363636363637,59.09090909090909,37.27272727272727,60.45454545454545,35.0,61.13636363636364,26.545454545454547,Watch Only
Data Center Capex,GEV,GE Vernova Inc. Common Stock,,,sympathetic,0.35,77.3125,very_high,sustained_narrative,1.4975477293805206,0,0,0.0,0,0,True,1062.949951171875,-7.5044156868310345,18.794554680344078,46.42574939543389,8.811947520440611,46.12378971344069,-7.531780459702986,confirming,29.545454545454547,29.545454545454547,29.545454545454547,13.636363636363635,29.545454545454547,45.45454545454545,45.45454545454545,90.9090909090909,45.45454545454545,40.909090909090914,26.363636363636363,16.81818181818182,51.36363636363636,30.68181818181818,21.454545454545457,Watch Only
Data Center Capex,VST,Vistra Corp. Common Stock,Utilities,Electric Utilities: Central,sympathetic,0.35,77.3125,very_high,sustained_narrative,1.4975477293805206,0,0,0.0,0,0,True,155.27999877929688,-5.51871432149873,0.8573603584487222,-1.8049809287200458,-9.125246801454743,21.64050734301277,-28.547806771550533,neutral,29.545454545454547,29.545454545454547,29.545454545454547,13.636363636363635,29.545454545454547,4.545454545454546,4.545454545454546,72.72727272727273,4.545454545454546,13.636363636363635,26.363636363636363,16.81818181818182,23.181818181818183,5.454545454545455,19.454545454545457,Watch Only
Data Center Capex,CEG,Constellation Energy Corporation Common Stock ,Utilities,Electric Utilities: Central,sympathetic,0.35,77.3125,very_high,sustained_narrative,1.4975477293805206,0,0,0.0,0,0,True,307.80999755859375,-1.8243872174826925,10.144567011508254,9.812778708097646,0.16195985160478799,-13.142849352698693,-23.610311570885557,neutral,29.545454545454547,29.545454545454547,29.545454545454547,13.636363636363635,29.545454545454547,18.181818181818183,18.181818181818183,27.27272727272727,18.181818181818183,18.181818181818183,26.363636363636363,16.81818181818182,22.272727272727273,12.72727272727273,17.772727272727273,Watch Only
Data Center Capex,BE,Bloom Energy Corporation Class A Common Stock,Energy,Industrial Machinery/Components,sympathetic,0.35,77.3125,very_high,sustained_narrative,1.4975477293805206,0,0,0.0,0,0,True,290.5199890136719,25.67374283636581,119.34314511702033,91.92706506250288,109.36053795711686,29.375649785647617,0.0,overheated,29.545454545454547,29.545454545454547,29.545454545454547,13.636363636363635,29.545454545454547,100.0,100.0,77.27272727272727,100.0,88.63636363636364,26.363636363636363,16.81818181818182,81.36363636363636,97.1590909090909,15.65909090909091,Watch Only: Price Extended
Data Center Capex,ETN,Eaton Corporation PLC Ordinary Shares,Technology,Industrial Machinery/Components,sympathetic,0.35,77.3125,very_high,sustained_narrative,1.4975477293805206,0,0,0.0,0,0,True,425.54998779296875,0.3845004514070327,16.410436217042456,21.472000262031486,6.4278290571389896,14.611807806115262,-1.7228289888019277,extended,29.545454545454547,29.545454545454547,29.545454545454547,13.636363636363635,29.545454545454547,31.818181818181817,31.818181818181817,63.63636363636363,31.818181818181817,63.63636363636363,26.363636363636363,16.81818181818182,37.72727272727273,60.22727272727273,12.136363636363637,Watch Only
GLP-1 And Obesity Drugs,LLY,Eli Lilly and Company Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,pure_play,1.0,43.0,medium,emerging_watch,-0.1662907090138102,21,214,0.09813084112149532,13,5,True,963.3300170898438,8.978912297420916,0.9229767190132021,-6.962558899980387,-9.059630440890263,47.404406993862324,-13.06395488526162,neutral,100.0,100.0,100.0,88.88888888888889,100.0,66.66666666666666,66.66666666666666,88.88888888888889,66.66666666666666,77.77777777777779,97.77777777777777,91.11111111111111,77.77777777777777,49.44444444444444,71.44444444444446,Tier 1: Direct Beneficiary
GLP-1 And Obesity Drugs,NVO,Novo Nordisk A/S Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,pure_play,1.0,43.0,medium,emerging_watch,-0.1662907090138102,0,0,0.0,0,0,True,43.880001068115234,6.5824702931711165,20.285092156624707,-23.45735638903902,10.30248499672124,27.978648014584916,-43.24257872751118,confirming,50.0,50.0,50.0,88.88888888888889,50.0,88.88888888888889,88.88888888888889,66.66666666666666,88.88888888888889,22.22222222222222,57.77777777777778,81.11111111111111,76.66666666666666,45.55555555555556,53.44444444444444,Watch Only
